Outcome,Patch,Blue1,Blue2,Blue3,Blue4,Blue5,Red1,Red2,Red3,Red4,Red5
0,13.01,MordekaiserTop,Lee SinJungle,LissandraMid,VarusBot,LeonaSupport,K'SanteTop,WukongJungle,RyzeMid,LucianBot,NamiSupport
1,13.01,AatroxTop,MaokaiJungle,TaliyahMid,ZeriBot,LuluSupport,K'SanteTop,ViJungle,SyndraMid,LucianBot,NamiSupport
1,13.01,OrnnTop,ViJungle,AzirMid,LucianBot,NamiSupport,GwenTop,WukongJungle,KarmaMid,VarusBot,HeimerdingerSupport
0,13.01,GnarTop,EliseJungle,TaliyahMid,LucianBot,NamiSupport,FioraTop,MaokaiJungle,GalioMid,KalistaBot,AsheSupport
1,13.01,JaxTop,ViJungle,SyndraMid,LucianBot,NamiSupport,AatroxTop,WukongJungle,AkaliMid,ZeriBot,LuluSupport
0,13.01,RenektonTop,MaokaiJungle,SyndraMid,ZeriBot,LuluSupport,GangplankTop,ViJungle,SylasMid,SivirBot,YuumiSupport
0,13.01,GangplankTop,Xin ZhaoJungle,AzirMid,CaitlynBot,MorganaSupport,FioraTop,ViJungle,AkaliMid,ZeriBot,LuluSupport
0,13.01,JaxTop,MaokaiJungle,YoneMid,ZeriBot,LuluSupport,FioraTop,EliseJungle,GalioMid,CaitlynBot,LuxSupport
1,13.01,RenektonTop,SejuaniJungle,RyzeMid,ZeriBot,YuumiSupport,DariusTop,ViegoJungle,OriannaMid,SivirBot,LuluSupport
1,13.01,JayceTop,SejuaniJungle,SylasMid,ZeriBot,YuumiSupport,IreliaTop,Jarvan IVJungle,TaliyahMid,ApheliosBot,SorakaSupport
1,13.01,RenektonTop,MaokaiJungle,SylasMid,JhinBot,KarmaSupport,FioraTop,ViJungle,ViktorMid,VarusBot,SorakaSupport
0,13.01,CamilleTop,SejuaniJungle,SylasMid,LucianBot,NamiSupport,K'SanteTop,WukongJungle,AkaliMid,ZeriBot,YuumiSupport
0,13.01,JaxTop,SejuaniJungle,SylasMid,ZeriBot,YuumiSupport,GnarTop,MaokaiJungle,SyndraMid,LucianBot,NamiSupport
1,13.01,K'SanteTop,SejuaniJungle,ViktorMid,ZeriBot,YuumiSupport,GnarTop,MaokaiJungle,SyndraMid,LucianBot,NamiSupport
1,13.01,RenektonTop,LilliaJungle,AzirMid,LucianBot,NamiSupport,GnarTop,WukongJungle,KarmaMid,ZeriBot,LuluSupport
1,13.01,OlafTop,WukongJungle,LissandraMid,LucianBot,NamiSupport,GnarTop,ViJungle,GalioMid,ZeriBot,YuumiSupport
0,13.01,K'SanteTop,WukongJungle,SyndraMid,VarusBot,JhinSupport,JaxTop,GravesJungle,ViktorMid,AsheBot,HeimerdingerSupport
1,13.01,KennenTop,ViJungle,RyzeMid,KalistaBot,AsheSupport,JaxTop,SejuaniJungle,AzirMid,VarusBot,HeimerdingerSupport
1,13.01,RenektonTop,SejuaniJungle,RyzeMid,EzrealBot,AsheSupport,OlafTop,ViJungle,AzirMid,JhinBot,HeimerdingerSupport
1,13.01,CamilleTop,MaokaiJungle,ViktorMid,DravenBot,NamiSupport,JaxTop,Bel'VethJungle,SyndraMid,LucianBot,SonaSupport
1,13.01,GnarTop,MaokaiJungle,SyndraMid,LucianBot,NamiSupport,K'SanteTop,ViJungle,ViktorMid,SivirBot,YuumiSupport
0,13.01,FioraTop,ViegoJungle,RyzeMid,XayahBot,AsheSupport,K'SanteTop,ViJungle,CassiopeiaMid,VarusBot,KarmaSupport
1,13.01,GwenTop,WukongJungle,SylasMid,VarusBot,KarmaSupport,JaxTop,SejuaniJungle,ViktorMid,KalistaBot,RellSupport
1,13.01,K'SanteTop,SejuaniJungle,RyzeMid,CaitlynBot,LuxSupport,OrnnTop,GravesJungle,SyndraMid,ZiggsBot,JhinSupport
1,13.01,FioraTop,MaokaiJungle,CassiopeiaMid,JhinBot,NautilusSupport,OlafTop,ViegoJungle,RyzeMid,VarusBot,KarmaSupport
1,13.01,RenektonTop,WukongJungle,ViktorMid,LucianBot,NamiSupport,K'SanteTop,ViJungle,KassadinMid,ZeriBot,YuumiSupport
0,13.01,GwenTop,KindredJungle,RyzeMid,JhinBot,NautilusSupport,K'SanteTop,ViJungle,SyndraMid,VarusBot,LeonaSupport
0,13.01,GangplankTop,WukongJungle,SyndraMid,DravenBot,NautilusSupport,OrnnTop,SylasJungle,YasuoMid,LucianBot,NamiSupport
0,13.01,GnarTop,Xin ZhaoJungle,KarmaMid,JhinBot,LeonaSupport,K'SanteTop,MaokaiJungle,SylasMid,VarusBot,NautilusSupport
1,13.01,JaxTop,GravesJungle,RyzeMid,EzrealBot,LeonaSupport,GragasTop,KindredJungle,SyndraMid,VarusBot,RakanSupport
0,13.01,CamilleTop,WukongJungle,LeBlancMid,EzrealBot,KarmaSupport,GwenTop,SejuaniJungle,KledMid,LucianBot,NamiSupport
1,13.01,JaxTop,ViJungle,SyndraMid,LucianBot,NamiSupport,RenektonTop,WukongJungle,AkaliMid,ZeriBot,YuumiSupport
1,13.01,RenektonTop,ViJungle,LeBlancMid,ZeriBot,LuluSupport,GragasTop,WukongJungle,TaliyahMid,LucianBot,NamiSupport
1,13.01,RenektonTop,MaokaiJungle,SylasMid,ZeriBot,YuumiSupport,JaxTop,ViJungle,SyndraMid,Kai'SaBot,AmumuSupport
1,13.01,GragasTop,ViJungle,SyndraMid,LucianBot,NamiSupport,JaxTop,SejuaniJungle,AkaliMid,ZeriBot,LuluSupport
1,13.01,FioraTop,GravesJungle,SyndraMid,LucianBot,NamiSupport,GnarTop,Xin ZhaoJungle,LeBlancMid,ZeriBot,LuluSupport
0,13.01,JayceTop,PoppyJungle,AzirMid,ZeriBot,YuumiSupport,ZacTop,WukongJungle,OriannaMid,KalistaBot,BlitzcrankSupport
0,13.01,GragasTop,MaokaiJungle,ViktorMid,VarusBot,KarmaSupport,RenektonTop,WukongJungle,RyzeMid,EzrealBot,NautilusSupport
1,13.01,OrnnTop,MaokaiJungle,ZoeMid,VarusBot,AsheSupport,GangplankTop,UdyrJungle,ViktorMid,CaitlynBot,LuxSupport
1,13.01,K'SanteTop,PoppyJungle,RyzeMid,JhinBot,AsheSupport,RenektonTop,EliseJungle,MalzaharMid,VarusBot,PykeSupport
0,13.01,GangplankTop,PoppyJungle,TaliyahMid,ZeriBot,YuumiSupport,GarenTop,WukongJungle,AzirMid,KalistaBot,BlitzcrankSupport
1,13.01,CamilleTop,WukongJungle,AzirMid,LucianBot,NamiSupport,K'SanteTop,SejuaniJungle,ViktorMid,ZeriBot,LuluSupport
1,13.01,FioraTop,VolibearJungle,AhriMid,VarusBot,PykeSupport,RenektonTop,ViegoJungle,GalioMid,JhinBot,AsheSupport
0,13.01,K'SanteTop,ViJungle,RyzeMid,SivirBot,NautilusSupport,RenektonTop,WukongJungle,CassiopeiaMid,ZeriBot,LuluSupport
1,13.01,RenektonTop,WukongJungle,KassadinMid,VarusBot,HeimerdingerSupport,K'SanteTop,ViegoJungle,SyndraMid,AsheBot,LuxSupport
0,13.01,JaxTop,SejuaniJungle,AzirMid,ZeriBot,HeimerdingerSupport,K'SanteTop,WukongJungle,AkaliMid,EzrealBot,KarmaSupport
1,13.01,K'SanteTop,ViJungle,SylasMid,ZeriBot,LuluSupport,FioraTop,SejuaniJungle,AkaliMid,VarusBot,HeimerdingerSupport
0,13.01,RenektonTop,SejuaniJungle,AzirMid,EzrealBot,HeimerdingerSupport,GnarTop,WukongJungle,SylasMid,VarusBot,KarmaSupport
0,13.01,UrgotTop,SejuaniJungle,SyndraMid,LucianBot,NamiSupport,K'SanteTop,WukongJungle,SylasMid,ZeriBot,YuumiSupport
1,13.01,JaxTop,SejuaniJungle,YoneMid,ZeriBot,LuluSupport,K'SanteTop,WukongJungle,KassadinMid,SivirBot,YuumiSupport
1,13.01,RenektonTop,ZacJungle,RyzeMid,EzrealBot,KarmaSupport,JaxTop,SejuaniJungle,SyndraMid,VarusBot,HeimerdingerSupport
0,13.01,JayceTop,SejuaniJungle,KassadinMid,VarusBot,LuxSupport,CamilleTop,MaokaiJungle,YoneMid,SivirBot,KarmaSupport
0,13.01,GnarTop,KindredJungle,SylasMid,VarusBot,KarmaSupport,AatroxTop,SejuaniJungle,AkaliMid,CaitlynBot,ThreshSupport
0,13.01,GnarTop,WukongJungle,SylasMid,LucianBot,NamiSupport,K'SanteTop,MaokaiJungle,AkaliMid,CaitlynBot,AsheSupport
0,13.01,K'SanteTop,ViegoJungle,SyndraMid,EzrealBot,BardSupport,FioraTop,SejuaniJungle,AkaliMid,VarusBot,ThreshSupport
1,13.01,FioraTop,SejuaniJungle,AkaliMid,SivirBot,YuumiSupport,K'SanteTop,WukongJungle,SylasMid,ZeriBot,LuluSupport
1,13.01,JaxTop,SejuaniJungle,AzirMid,ZeriBot,BraumSupport,K'SanteTop,WukongJungle,KassadinMid,KalistaBot,NautilusSupport
0,13.01,GangplankTop,ViJungle,RyzeMid,ZeriBot,LuluSupport,JaxTop,WukongJungle,GalioMid,SivirBot,YuumiSupport
0,13.01,RenektonTop,ViJungle,AhriMid,LucianBot,NamiSupport,AatroxTop,MaokaiJungle,KassadinMid,KalistaBot,SorakaSupport
0,13.01,VladimirTop,WukongJungle,AzirMid,LucianBot,NamiSupport,FioraTop,ViJungle,TaliyahMid,ZeriBot,YuumiSupport
1,13.01,KledTop,SejuaniJungle,AkaliMid,LucianBot,NamiSupport,RenektonTop,MaokaiJungle,LeBlancMid,ZeriBot,LuluSupport
1,13.01,K'SanteTop,Lee SinJungle,RyzeMid,ZeriBot,LuluSupport,JaxTop,SejuaniJungle,KassadinMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,SejuaniJungle,AzirMid,ZeriBot,YuumiSupport,JaxTop,ViegoJungle,AkaliMid,DravenBot,NautilusSupport
0,13.01,CamilleTop,ViJungle,SyndraMid,SivirBot,YuumiSupport,K'SanteTop,IvernJungle,AzirMid,ZeriBot,LuluSupport
1,13.01,WarwickTop,SejuaniJungle,AkaliMid,LucianBot,NamiSupport,RenektonTop,MaokaiJungle,AzirMid,VarusBot,HeimerdingerSupport
0,13.01,GwenTop,GravesJungle,RyzeMid,ZeriBot,LuluSupport,K'SanteTop,SejuaniJungle,SyndraMid,LucianBot,NamiSupport
1,13.01,GangplankTop,IvernJungle,RyzeMid,ZeriBot,LuluSupport,AatroxTop,WukongJungle,CassiopeiaMid,JhinBot,AsheSupport
1,13.01,GangplankTop,ViJungle,AhriMid,CaitlynBot,LuxSupport,K'SanteTop,EliseJungle,IreliaMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,SejuaniJungle,RyzeMid,ZeriBot,LuluSupport,CamilleTop,WukongJungle,OriannaMid,AsheBot,KarmaSupport
0,13.01,K'SanteTop,SejuaniJungle,AkaliMid,ZeriBot,YuumiSupport,JaxTop,WukongJungle,GalioMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,KindredJungle,KarmaMid,TristanaBot,LuluSupport,JaxTop,ViJungle,SyndraMid,AsheBot,Renata GlascSupport
1,13.01,AatroxTop,ViJungle,ViktorMid,LucianBot,NamiSupport,RenektonTop,WukongJungle,SylasMid,ApheliosBot,LuluSupport
1,13.01,MordekaiserTop,ViJungle,SylasMid,ZeriBot,YuumiSupport,CamilleTop,SejuaniJungle,AzirMid,SivirBot,LuluSupport
0,13.01,GwenTop,WukongJungle,ViktorMid,LucianBot,YuumiSupport,K'SanteTop,ViJungle,SylasMid,DravenBot,NamiSupport
1,13.01,AatroxTop,ViJungle,LeBlancMid,SamiraBot,SettSupport,FioraTop,WukongJungle,VeigarMid,LucianBot,NamiSupport
1,13.01,K'SanteTop,ViJungle,ViktorMid,LucianBot,NamiSupport,GarenTop,HecarimJungle,SyndraMid,ZeriBot,LuluSupport
0,13.01,RenektonTop,ViJungle,CassiopeiaMid,ZeriBot,YuumiSupport,JaxTop,WukongJungle,SylasMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,Lee SinJungle,AkaliMid,VarusBot,NautilusSupport,GnarTop,MaokaiJungle,SylasMid,ZeriBot,BraumSupport
1,13.01,GnarTop,EliseJungle,YoneMid,VarusBot,NautilusSupport,RenektonTop,MaokaiJungle,AkaliMid,ZeriBot,BraumSupport
1,13.01,CamilleTop,SejuaniJungle,SylasMid,EzrealBot,LeonaSupport,K'SanteTop,WukongJungle,AkaliMid,VarusBot,Tahm KenchSupport
0,13.01,GnarTop,GragasJungle,AkaliMid,LucianBot,NamiSupport,K'SanteTop,ViJungle,KassadinMid,KalistaBot,LeonaSupport
0,13.01,GragasTop,WukongJungle,KarmaMid,ZeriBot,LuluSupport,JayceTop,ViJungle,AhriMid,LucianBot,NamiSupport
1,13.01,GnarTop,ViJungle,AzirMid,LucianBot,NamiSupport,RenektonTop,MaokaiJungle,SylasMid,ZeriBot,LuluSupport
1,13.01,K'SanteTop,PoppyJungle,TaliyahMid,LucianBot,NamiSupport,MordekaiserTop,Jarvan IVJungle,RyzeMid,ZeriBot,LuluSupport
0,13.01,GnarTop,WukongJungle,SylasMid,VarusBot,HeimerdingerSupport,K'SanteTop,ViJungle,AkaliMid,ZeriBot,LuluSupport
0,13.01,GnarTop,SejuaniJungle,SyndraMid,LucianBot,NamiSupport,K'SanteTop,ViJungle,SylasMid,ZeriBot,LuluSupport
0,13.01,GnarTop,SejuaniJungle,AzirMid,LucianBot,NamiSupport,YoneTop,WukongJungle,SyndraMid,ZeriBot,LuluSupport
1,13.01,OlafTop,SejuaniJungle,AzirMid,VarusBot,KarmaSupport,K'SanteTop,WukongJungle,RyzeMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,MaokaiJungle,AzirMid,VarusBot,LuluSupport,CamilleTop,SejuaniJungle,SylasMid,ZeriBot,Renata GlascSupport
0,13.01,GangplankTop,ViegoJungle,RyzeMid,SivirBot,LeonaSupport,AkshanTop,WukongJungle,AhriMid,VarusBot,AmumuSupport
0,13.01,FioraTop,EliseJungle,IreliaMid,ZiggsBot,AsheSupport,GragasTop,SejuaniJungle,PantheonMid,JhinBot,HeimerdingerSupport
0,13.01,DariusTop,SejuaniJungle,AkaliMid,CaitlynBot,LuxSupport,JaxTop,MaokaiJungle,Twisted FateMid,VarusBot,KarmaSupport
1,13.01,JaxTop,ZacJungle,AkaliMid,LucianBot,NamiSupport,SejuaniTop,ViJungle,GalioMid,VarusBot,NautilusSupport
1,13.01,KarmaTop,KindredJungle,ZacMid,VarusBot,AsheSupport,AatroxTop,SejuaniJungle,SylasMid,CaitlynBot,LuxSupport
1,13.01,OlafTop,ViJungle,SyndraMid,VarusBot,HeimerdingerSupport,FioraTop,WukongJungle,AzirMid,AsheBot,LuxSupport
0,13.01,K'SanteTop,Jarvan IVJungle,SylasMid,LucianBot,SorakaSupport,GnarTop,MaokaiJungle,AkaliMid,VarusBot,NamiSupport
0,13.01,JaxTop,SejuaniJungle,RyzeMid,JhinBot,RakanSupport,GragasTop,MaokaiJungle,JayceMid,SivirBot,AsheSupport
1,13.01,JaxTop,WukongJungle,VexMid,VarusBot,HeimerdingerSupport,GnarTop,ViJungle,GalioMid,EzrealBot,KarmaSupport
0,13.01,K'SanteTop,SejuaniJungle,SylasMid,AsheBot,Renata GlascSupport,GarenTop,ZacJungle,OriannaMid,KalistaBot,AlistarSupport
1,13.01,K'SanteTop,SejuaniJungle,EkkoMid,ZeriBot,LuluSupport,FioraTop,WukongJungle,SyndraMid,VarusBot,AsheSupport
0,13.01,K'SanteTop,ViJungle,LeBlancMid,VarusBot,AsheSupport,JayceTop,WukongJungle,ViktorMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,PoppyJungle,ViktorMid,VarusBot,PykeSupport,FioraTop,OlafJungle,LuxMid,CaitlynBot,KarmaSupport
0,13.01,GnarTop,WukongJungle,ViktorMid,LucianBot,LuluSupport,K'SanteTop,ViJungle,AzirMid,EzrealBot,NamiSupport
1,13.01,ZacTop,KindredJungle,OriannaMid,KalistaBot,BlitzcrankSupport,GangplankTop,ViJungle,KassadinMid,VarusBot,TaricSupport
1,13.01,OlafTop,WukongJungle,LissandraMid,ZeriBot,YuumiSupport,K'SanteTop,ViJungle,AzirMid,KalistaBot,NautilusSupport
0,13.01,RenektonTop,ViJungle,KassadinMid,LucianBot,NamiSupport,JayceTop,EliseJungle,RyzeMid,ZeriBot,LuluSupport
1,13.01,GnarTop,ViJungle,KassadinMid,CaitlynBot,LuxSupport,K'SanteTop,KindredJungle,GalioMid,JhinBot,AsheSupport
1,13.01,K'SanteTop,ViJungle,KassadinMid,LucianBot,NamiSupport,CamilleTop,PoppyJungle,SyndraMid,VarusBot,LuluSupport
1,13.01,FioraTop,VolibearJungle,SyndraMid,LucianBot,NamiSupport,K'SanteTop,MaokaiJungle,AzirMid,ZeriBot,YuumiSupport
1,13.01,GnarTop,ViJungle,AhriMid,ZeriBot,RakanSupport,K'SanteTop,EliseJungle,TaliyahMid,VarusBot,LuluSupport
1,13.01,GangplankTop,MaokaiJungle,AzirMid,CaitlynBot,KarmaSupport,CamilleTop,GwenJungle,LissandraMid,XayahBot,NautilusSupport
1,13.01,RenektonTop,SejuaniJungle,YoneMid,BrandBot,NamiSupport,GnarTop,KaynJungle,RyzeMid,LucianBot,SonaSupport
1,13.01,FioraTop,SejuaniJungle,SyndraMid,JhinBot,LuxSupport,JayceTop,MaokaiJungle,ViktorMid,VarusBot,HeimerdingerSupport
0,13.01,K'SanteTop,ViJungle,ViktorMid,LucianBot,NamiSupport,CamilleTop,PoppyJungle,SyndraMid,ApheliosBot,LuluSupport
1,13.01,JaxTop,ViJungle,RyzeMid,ZeriBot,BlitzcrankSupport,GnarTop,WukongJungle,SylasMid,CaitlynBot,AsheSupport
1,13.01,CamilleTop,ViJungle,AhriMid,LucianBot,NamiSupport,K'SanteTop,EliseJungle,SyndraMid,VarusBot,HeimerdingerSupport
1,13.01,K'SanteTop,DianaJungle,YasuoMid,EzrealBot,KarmaSupport,GwenTop,Xin ZhaoJungle,SyndraMid,VarusBot,HeimerdingerSupport
0,13.01,GnarTop,ViegoJungle,SylasMid,KalistaBot,AsheSupport,JaxTop,ViJungle,AkaliMid,VarusBot,NautilusSupport
0,13.01,RenektonTop,ViJungle,AhriMid,LucianBot,NamiSupport,K'SanteTop,EliseJungle,SyndraMid,VarusBot,HeimerdingerSupport
0,13.01,GragasTop,MaokaiJungle,TaliyahMid,ZeriBot,LuluSupport,RenektonTop,SejuaniJungle,SyndraMid,VarusBot,NautilusSupport
1,13.01,GangplankTop,PoppyJungle,RyzeMid,LucianBot,NamiSupport,RenektonTop,ViJungle,SyndraMid,ZeriBot,LuluSupport
0,13.01,GnarTop,GravesJungle,AzirMid,VarusBot,AsheSupport,IreliaTop,ViJungle,AkaliMid,SivirBot,YuumiSupport
1,13.01,JaxTop,ViJungle,RumbleMid,LucianBot,NamiSupport,FioraTop,SejuaniJungle,AzirMid,SivirBot,YuumiSupport
0,13.01,K'SanteTop,ViJungle,TaliyahMid,LucianBot,NamiSupport,GnarTop,WukongJungle,RyzeMid,ZeriBot,LuluSupport
0,13.01,K'SanteTop,MaokaiJungle,SyndraMid,VarusBot,LuluSupport,RenektonTop,Jarvan IVJungle,AkaliMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,ViJungle,TaliyahMid,LucianBot,NamiSupport,GnarTop,WukongJungle,RyzeMid,ZeriBot,LuluSupport
1,13.01,GnarTop,NocturneJungle,RyzeMid,LucianBot,NamiSupport,K'SanteTop,WukongJungle,LissandraMid,CaitlynBot,HeimerdingerSupport
1,13.01,JaxTop,MaokaiJungle,AzirMid,LucianBot,NamiSupport,K'SanteTop,Jarvan IVJungle,ViktorMid,ZeriBot,LuluSupport
1,13.01,K'SanteTop,WukongJungle,SwainMid,VarusBot,LuluSupport,CamilleTop,NidaleeJungle,SionMid,ZeriBot,HeimerdingerSupport
1,13.01,GnarTop,WukongJungle,GalioMid,LucianBot,NamiSupport,RenektonTop,Lee SinJungle,TaliyahMid,VarusBot,LuluSupport
1,13.01,RenektonTop,MaokaiJungle,YoneMid,ZeriBot,LuluSupport,GnarTop,ZacJungle,SylasMid,VarusBot,AsheSupport
1,13.01,JaxTop,SejuaniJungle,SylasMid,Kai'SaBot,NautilusSupport,GnarTop,MaokaiJungle,TaliyahMid,LucianBot,NamiSupport
1,13.01,FioraTop,ViJungle,SyndraMid,ZeriBot,NautilusSupport,GnarTop,WukongJungle,KarmaMid,VarusBot,BraumSupport
1,13.01,GragasTop,Lee SinJungle,KassadinMid,VarusBot,AsheSupport,FioraTop,SejuaniJungle,SylasMid,EzrealBot,HeimerdingerSupport
0,13.01,K'SanteTop,UdyrJungle,ViktorMid,LucianBot,NamiSupport,FioraTop,SejuaniJungle,AzirMid,CaitlynBot,LuluSupport
1,13.01,SettTop,ViegoJungle,VladimirMid,LucianBot,NamiSupport,OlafTop,MaokaiJungle,IreliaMid,SyndraBot,AsheSupport
1,13.01,K'SanteTop,SejuaniJungle,TaliyahMid,SivirBot,YuumiSupport,FioraTop,WukongJungle,ViktorMid,ZeriBot,AlistarSupport
1,13.01,JaxTop,SejuaniJungle,AkaliMid,SivirBot,AsheSupport,GragasTop,ViJungle,TaliyahMid,VarusBot,HeimerdingerSupport
1,13.01,SionTop,MaokaiJungle,SylasMid,TristanaBot,NautilusSupport,FioraTop,ViegoJungle,KarmaMid,ApheliosBot,BraumSupport
1,13.01,GnarTop,ViegoJungle,RyzeMid,Kai'SaBot,NautilusSupport,JaxTop,SejuaniJungle,SyndraMid,VarusBot,RakanSupport
1,13.01,K'SanteTop,ViJungle,AkaliMid,LucianBot,NamiSupport,YoneTop,SejuaniJungle,SylasMid,SivirBot,LuluSupport
0,13.01,GnarTop,ViegoJungle,RyzeMid,DravenBot,LeonaSupport,GangplankTop,MaokaiJungle,SwainMid,LucianBot,NamiSupport
0,13.01,JayceTop,ViegoJungle,SyndraMid,VarusBot,LeonaSupport,FioraTop,SejuaniJungle,AzirMid,SeraphineBot,NautilusSupport
0,13.01,JaxTop,MaokaiJungle,AkaliMid,XayahBot,RakanSupport,PoppyTop,SejuaniJungle,ViktorMid,LucianBot,NamiSupport
0,13.01,GravesTop,MaokaiJungle,IreliaMid,EzrealBot,PykeSupport,DariusTop,SejuaniJungle,YasuoMid,SyndraBot,NautilusSupport
1,13.01,K'SanteTop,GravesJungle,RyzeMid,CaitlynBot,LuxSupport,FioraTop,WukongJungle,SyndraMid,JinxBot,RakanSupport
1,13.01,JaxTop,MaokaiJungle,SyndraMid,NilahBot,TaricSupport,K'SanteTop,ViegoJungle,ViktorMid,TwitchBot,LuluSupport
1,13.01,GragasTop,MaokaiJungle,YasuoMid,DravenBot,NautilusSupport,JaxTop,ViJungle,TaliyahMid,LucianBot,NamiSupport
0,13.01,GnarTop,Xin ZhaoJungle,SyndraMid,ZeriBot,YuumiSupport,K'SanteTop,SejuaniJungle,KassadinMid,SivirBot,SonaSupport
1,13.01,AatroxTop,MaokaiJungle,SyndraMid,XayahBot,RakanSupport,GragasTop,SejuaniJungle,AzirMid,LucianBot,NamiSupport
0,13.01,CamilleTop,WukongJungle,GalioMid,LucianBot,NamiSupport,GwenTop,ViJungle,TaliyahMid,VarusBot,AsheSupport
0,13.01,FioraTop,ViJungle,ViktorMid,VarusBot,Renata GlascSupport,K'SanteTop,Xin ZhaoJungle,SyndraMid,LucianBot,NamiSupport
0,13.01,SionTop,ViJungle,AzirMid,LucianBot,NamiSupport,JaxTop,SejuaniJungle,SylasMid,DravenBot,SorakaSupport
1,13.01,OrnnTop,ViJungle,RyzeMid,SivirBot,Renata GlascSupport,K'SanteTop,SejuaniJungle,KassadinMid,VarusBot,AsheSupport
1,13.01,JaxTop,SejuaniJungle,AkaliMid,KalistaBot,Renata GlascSupport,GragasTop,WukongJungle,SylasMid,ZeriBot,SorakaSupport
1,13.01,K'SanteTop,SejuaniJungle,AkaliMid,SivirBot,Bel'VethSupport,GnarTop,GravesJungle,SylasMid,ZeriBot,LuluSupport
0,13.01,GnarTop,MaokaiJungle,ViktorMid,LucianBot,NamiSupport,JaxTop,SejuaniJungle,AzirMid,SamiraBot,NautilusSupport
1,13.01,JaxTop,WukongJungle,AzirMid,Kai'SaBot,LeonaSupport,SionTop,ViegoJungle,RyzeMid,EzrealBot,YuumiSupport
0,13.01,JaxTop,WukongJungle,RyzeMid,Kai'SaBot,NautilusSupport,GragasTop,AmumuJungle,IreliaMid,VarusBot,BraumSupport
0,13.01,RenektonTop,MaokaiJungle,AzirMid,KalistaBot,AsheSupport,OrnnTop,ViJungle,RyzeMid,VarusBot,NautilusSupport
0,13.01,K'SanteTop,ViegoJungle,KassadinMid,LucianBot,NamiSupport,RenektonTop,ViJungle,AkaliMid,CaitlynBot,AsheSupport
1,13.01,KennenTop,Lee SinJungle,RyzeMid,ZeriBot,YuumiSupport,AatroxTop,PoppyJungle,SyndraMid,LucianBot,NamiSupport
1,13.01,RenektonTop,WukongJungle,KarmaMid,LucianBot,NamiSupport,AkaliTop,SejuaniJungle,AatroxMid,ZeriBot,YuumiSupport
0,13.01,DariusTop,ViJungle,ViktorMid,VarusBot,HeimerdingerSupport,RenektonTop,WukongJungle,YoneMid,SeraphineBot,AsheSupport
1,13.01,K'SanteTop,ViJungle,LeBlancMid,EzrealBot,KarmaSupport,GnarTop,WukongJungle,SylasMid,VarusBot,AsheSupport
0,13.01,OlafTop,SejuaniJungle,AzirMid,ZeriBot,LuluSupport,GnarTop,ViJungle,ViktorMid,VarusBot,KarmaSupport
0,13.01,IreliaTop,SejuaniJungle,SyndraMid,ZeriBot,YuumiSupport,RenektonTop,EliseJungle,JayceMid,LucianBot,NamiSupport
1,13.01,FioraTop,SejuaniJungle,SylasMid,LucianBot,NamiSupport,K'SanteTop,ViJungle,AzirMid,ZeriBot,YuumiSupport
1,13.01,GnarTop,EliseJungle,AzirMid,VarusBot,AsheSupport,K'SanteTop,WukongJungle,KarmaMid,CaitlynBot,NautilusSupport
1,13.01,JaxTop,ViJungle,Twisted FateMid,CaitlynBot,LuxSupport,K'SanteTop,SejuaniJungle,AkaliMid,EzrealBot,KarmaSupport
1,13.01,K'SanteTop,WukongJungle,AhriMid,LucianBot,NamiSupport,FioraTop,ViJungle,SyndraMid,ZeriBot,LuluSupport
0,13.01,RenektonTop,SejuaniJungle,ViktorMid,LucianBot,YuumiSupport,K'SanteTop,GravesJungle,SyndraMid,DravenBot,NamiSupport
1,13.01,Dr. MundoTop,SejuaniJungle,ViktorMid,ZeriBot,LuluSupport,K'SanteTop,WukongJungle,SwainMid,SivirBot,KarmaSupport
0,13.01,K'SanteTop,UdyrJungle,KarmaMid,JinxBot,SeraphineSupport,JaxTop,SejuaniJungle,AzirMid,EzrealBot,YuumiSupport
0,13.01,WukongTop,MaokaiJungle,SwainMid,CaitlynBot,LuxSupport,GnarTop,ViJungle,ZiggsMid,LucianBot,NamiSupport
1,13.01,JaxTop,GravesJungle,SyndraMid,KalistaBot,NautilusSupport,RenektonTop,ViJungle,AkaliMid,ZeriBot,YuumiSupport
1,13.01,GwenTop,WukongJungle,RyzeMid,KalistaBot,LeonaSupport,OrnnTop,ViJungle,AhriMid,ZeriBot,Renata GlascSupport
0,13.01,JayceTop,GravesJungle,SyndraMid,ZeriBot,LuluSupport,K'SanteTop,ViJungle,Vel'KozMid,LucianBot,NamiSupport
0,13.01,K'SanteTop,RumbleJungle,IreliaMid,AsheBot,HeimerdingerSupport,GangplankTop,SejuaniJungle,AkaliMid,CaitlynBot,LuxSupport
1,13.01,AatroxTop,SejuaniJungle,AkaliMid,VarusBot,Renata GlascSupport,RenektonTop,ViJungle,SyndraMid,ApheliosBot,KarmaSupport
0,13.01,RenektonTop,PoppyJungle,AzirMid,ZeriBot,YuumiSupport,JaxTop,ViJungle,AhriMid,KalistaBot,AmumuSupport
